Lect2	0.001692538	0.064622991	9.39905E-86	1.31258E-81	2.122393902	2.867936219	3.254631081	3.588188225	0.461010239	0.530612245
Ffar3	1.8589E-05	0.002336177	0	0	2.1107875	6.145417759	7.779920788	8.533669969	0.241564701	0.979591837
Adam22	2.00869E-05	0.002493259	2.3103E-112	3.2761E-108	2.104324487	2.650133822	2.87871869	3.194371272	0.246756372	0.714285714
Oas1g	0.004839659	0.128724677	1.4246E-148	2.0429E-144	2.087515806	3.761682829	4.626301267	5.674391245	0.776493656	0.857142857
Slc2a1	8.71174E-06	0.000211942	3.34281E-94	4.69565E-90	2.075310501	3.150252278	3.676303842	5.085835754	1.289400244	0.87755102
Tmem141	4.24008E-05	0.004556129	6.9809E-145	1.0001E-140	2.067649529	4.333650599	5.296555716	6.976683793	1.518152916	0.918367347
Gm17660	0.000468865	0.027125453	4.5339E-137	6.4799E-133	2.039334959	2.570391667	2.78563157	2.883236496	0.032863375	0.469387755
Suco	2.56698E-06	0.000460865	2.3921E-135	3.4172E-131	2.03879438	3.29738083	3.865593867	5.165780924	1.098039334	0.979591837
Matk	7.0582E-07	0.000173081	5.9822E-258	8.6509E-254	2.038062047	6.564941593	8.400611883	9.392222822	0.418101727	0.959183673
Ccdc109b	0.000550165	0.030163547	0	0	2.035337318	6.241254886	7.950003565	8.798936674	0.299050904	1
Alox5	4.7657E-07	0.000125862	0	0	2.033581433	6.787674673	8.714054471	9.589087781	0.27992819	1
Acsl4	2.34011E-05	0.002868275	7.5323E-149	1.0804E-144	2.019845736	2.895468529	3.296499772	3.957440898	0.483585433	0.918367347
Trim40	0.000650026	0.034209394	8.9844E-185	1.2939E-180	2.008029833	4.022498746	5.005394214	6.323176551	0.860916139	0.93877551
Slc41a3	0.007589711	0.167848109	2.019E-177	2.9053E-173	1.979092632	3.327847101	3.876832158	4.181169365	0.124495017	0.693877551
Ccnj	5.52567E-05	0.005446574	2.5997E-184	3.7433E-180	1.962333872	4.169777273	5.099206821	6.095868196	0.754875902	0.979591837
Rdx	0.00013073	0.010228515	1.6432E-140	2.3512E-136	1.951681033	2.424161826	2.616809395	2.714726021	0.040047524	0.510204082
Rmdn1	0.000996439	0.045433997	1.4888E-101	2.10097E-97	1.95160174	3.160146849	3.857286911	6.038121189	2.017765485	0.93877551
Plekho2	3.63029E-05	0.004033036	2.4143E-170	3.473E-166	1.943124678	2.420122206	2.615054944	2.728393276	0.045667643	0.591836735
Cfi	0.000416935	0.004461801	1.87363E-64	2.55189E-60	1.935128322	2.412532062	2.935915315	4.295761371	1.472052496	0.775510204
Car2	0.004601308	0.125200414	4.76832E-43	6.23124E-39	1.932524699	2.198928183	2.365444219	2.719975087	0.271846331	0.367346939
Apobec1	0.000300187	0.019755851	3.2307E-195	4.6573E-191	1.912773172	4.6396138	5.990245936	7.655114141	1.198750172	1
Mboat1	0.001247823	0.053046984	2.61529E-60	3.54345E-56	1.907071952	2.224213114	2.557979281	3.18602753	0.566744692	0.551020408
Ccdc68	0.007786953	0.170195704	4.91697E-78	6.81443E-74	1.898548925	2.617520031	3.131334921	4.398103463	1.013979706	0.755102041
Smg7	8.47268E-05	0.007403765	2.01672E-78	2.79679E-74	1.893163973	2.12461264	2.615893145	5.023717133	2.480384914	1
Rgs13	0.000167031	0.01230278	1.4664E-303	2.1238E-299	1.889248153	7.360037324	9.578005459	10.60338015	0.331526878	0.918367347
Oas2	0.000265146	0.017891134	1.2753E-184	1.8365E-180	1.884128802	2.641936253	2.967185075	3.178059979	0.091786241	0.653061224
Rhoc	0.000535116	0.029724062	8.9135E-131	1.2718E-126	1.88260811	3.323913081	4.342123259	5.948180869	1.04472913	0.816326531
Rnasel	1.35381E-05	0.001839349	3.23013E-95	4.53995E-91	1.87249522	2.424941329	3.280887993	6.141181115	2.632653718	0.979591837
Pparg	0.00042389	0.025217722	4.69946E-69	6.45142E-65	1.865736085	2.149461533	2.322815877	2.714020985	0.309940792	0.510204082
Gnai1	0.000462083	0.00486469	1.71017E-85	2.3874E-81	1.863439651	2.024365554	2.093275368	2.133176215	0.016349642	0.346938776
Bmx	4.04847E-05	0.004377666	0	0	1.861804153	6.071505253	7.777172424	8.553988182	0.251738882	1
Atp2b2	7.05321E-06	0.001050563	1.4055E-168	2.0217E-164	1.861324887	2.178801262	2.307557575	2.371166815	0.023943775	0.591836735
Dynlt1b	0.013638227	0.238467361	1.39722E-81	1.9441E-77	1.852478371	2.831309246	3.640006251	7.489570505	3.679884241	0.897959184
Sept8	0.000459275	0.026768417	1.14267E-79	1.58636E-75	1.848898431	2.625813402	3.091632788	4.612591987	1.462433412	0.87755102
Il17rb	0.001487933	0.059838703	1.377E-211	1.9873E-207	1.840390259	4.410475426	5.453584468	6.188529118	0.446546573	0.93877551
Kalrn	2.66959E-06	0.000475046	4.855E-120	6.9019E-116	1.838784608	2.308786579	2.546895377	2.890781366	0.329307747	0.87755102
Opn3	0.000795837	0.039318647	6.55265E-64	8.91488E-60	1.836292642	2.388520275	2.653572232	3.12317878	0.377627718	0.551020408
Dnase1l1	0.001598829	0.062425717	7.4648E-33	9.41236E-29	1.835541211	1.973680619	2.367257949	3.921924658	1.48692759	0.673469388
Ero1lb	9.89402E-05	0.008249839	3.2173E-190	4.6349E-186	1.831538583	3.883432624	5.030189094	6.455474762	0.909526993	0.979591837
Asl	0.017526933	0.27641692	1.71966E-39	2.22576E-35	1.830901093	2.060370279	2.622813978	6.036327663	3.477540349	0.897959184
Lrrc42	0.005209898	0.134308503	5.90062E-96	8.29804E-92	1.813229636	3.106738839	3.87484585	6.484686443	2.507475363	0.959183673
Ifitm1	0.001532696	0.060593563	8.30928E-74	1.14676E-69	1.798771574	2.196670746	2.363079958	2.48080536	0.098861125	0.387755102
Atp6v0c	0.000791145	0.039187634	9.32812E-65	1.27161E-60	1.796395686	2.422619096	3.082737773	8.325004192	5.406671057	0.93877551
Enpp4	0.00069601	0.035902875	1.5703E-107	2.2219E-103	1.784105193	2.732157274	3.295700459	4.264423121	0.82983003	0.836734694
Samd9l	0.0043018	0.119311164	1.6814E-154	2.4151E-150	1.775512926	3.428178507	4.188535129	5.502414522	0.974430534	1
Abhd5	0.002009424	0.073311256	2.05051E-71	2.82171E-67	1.774409271	2.503869184	2.943479838	4.498292461	1.259724483	0.795918367
S100a11	5.47546E-06	0.000874398	1.0662E-127	1.5199E-123	1.768789486	3.057290903	4.238900545	9.184403388	4.848207388	1
Fut2	0.02117491	0.305222291	5.9432E-276	8.6022E-272	1.767970141	4.741177566	6.014407551	6.861368564	0.330320224	0.918367347
Gm4952	0.007869068	0.171137475	7.88057E-90	1.10415E-85	1.751241523	2.254237408	2.463186846	2.582744471	0.046558443	0.346938776
Ccrl1	0.000987241	0.045116911	4.7387E-254	6.8516E-250	1.746591689	4.14559615	5.121998511	5.672921438	0.258449951	0.93877551
Tmem74b	0.008312776	0.176694826	2.7772E-179	3.9972E-175	1.746296564	3.030946103	3.551796476	3.80124441	0.096047223	0.632653061
Enc1	0.00056165	0.030505661	2.0908E-102	2.95173E-98	1.740925788	2.660405131	3.12062342	4.107752792	0.827839563	0.836734694
Ncf2	0.004139036	0.116592138	1.1347E-205	1.6367E-201	1.740150918	4.737450173	5.994068265	7.293998183	0.842217591	1
Scd2	0.005847212	0.144619607	8.15639E-65	1.11204E-60	1.738779674	2.198147897	2.98345387	5.530109789	2.164304952	0.979591837
Il10rb	3.26034E-06	0.000570078	5.08826E-93	7.14239E-89	1.732539864	2.54810892	3.259070317	7.640855498	4.222530757	0.979591837
Kirrel3	1.84724E-05	0.002336117	1.1171E-138	1.5972E-134	1.732123207	1.968748908	2.090669912	2.248324312	0.094575397	0.571428571
Gpr64	2.03609E-06	0.000173727	4.2856E-112	6.0757E-108	1.721755042	1.766174924	1.790944196	1.820609555	0.021438597	0.469387755
Hist2h2aa1	0.01542825	0.08223117	3.35976E-36	4.29579E-32	1.71800838	2.142836924	2.534815435	3.78867759	1.075488665	0.571428571
Rhbdf1	0.003905227	0.112825137	5.46463E-65	7.4543E-61	1.7133801	2.479710386	2.901092439	3.773545209	0.985006038	0.673469388
Cfb	6.69971E-05	0.006265946	3.34281E-82	4.6552E-78	1.712933027	2.433151621	3.099198443	7.849754623	4.794873544	1
Gm14288	0.01103275	0.064716028	1.22067E-43	1.59847E-39	1.711914853	2.108109631	2.634248879	5.388953772	2.968889588	0.857142857
A4galt	0.018442088	0.284142983	1.15E-214	1.6599E-210	1.71007408	4.743086594	5.98057847	6.704275875	0.336941025	0.979591837
Pmel	0.000162873	0.002868275	2.81894E-37	3.62036E-33	1.708226309	1.846636671	2.016222254	2.495971476	0.460350298	0.448979592
Ifi27l1	0.004837724	0.128724677	4.0619E-148	5.8236E-144	1.698968776	4.078383419	5.215564395	7.968889422	2.534114644	1
Oas1a	0.000780598	0.038890659	5.3226E-109	7.5352E-105	1.688884208	3.354855176	4.354721449	7.429707908	2.734917607	0.918367347
Cpne3	1.88419E-07	6.53229E-05	1.203E-144	1.7233E-140	1.686262415	3.138856008	4.246867087	8.193930342	3.962418315	1
Rps6ka2	0.000203586	0.014263821	6.32872E-71	8.70388E-67	1.684414045	1.989396727	2.196744335	2.575631319	0.318399351	0.571428571
Tmem246	0.002026414	0.073418243	1.14642E-70	1.57622E-66	1.681510921	2.18671817	2.831255527	6.533735446	3.470137776	0.959183673
Sdcbp2	0.001422695	0.058139669	3.6916E-153	5.3004E-149	1.681250375	3.166271726	4.899699802	8.312020136	2.420976262	0.959183673
Col15a1	4.81965E-07	0.000125862	1.7702E-196	2.5521E-192	1.670556398	1.875997589	1.959201629	1.99555903	0.012021431	0.632653061
Ly6g6f	4.2679E-07	0.000115972	0	0	1.667871632	5.795578456	7.467788011	8.220634744	0.238468534	1
Man2a1	8.07192E-05	0.007181864	4.30619E-77	5.96321E-73	1.665071437	2.290299545	2.662012822	4.580303358	1.834954958	0.959183673
Chat	0.00206162	0.074159304	0	1.1208E-305	1.662239145	4.409625236	5.522493003	6.014692822	0.15419764	0.93877551
Rgs22	1.6061E-06	0.000329546	0	0	1.660313297	5.123706082	6.526601854	7.156601351	0.201052849	1
Pold4	0.016733479	0.268966269	5.10097E-39	6.58943E-35	1.658155722	2.043917594	2.538539797	4.324204344	1.769453401	0.734693878
Kctd13	0.004786499	0.128158357	7.76767E-57	1.047E-52	1.65797431	2.386412088	2.748769337	3.864605865	1.046799092	0.693877551
Cdhr2	3.78971E-06	0.000649994	8.0636E-132	1.1508E-127	1.656342204	2.653571807	3.611396931	8.748279221	4.594562411	1
Apip	0.00278997	0.091667851	3.48413E-35	4.4346E-31	1.654249786	1.898354745	2.477399422	4.163720996	1.957738251	0.653061224
Gabarapl2	3.42354E-07	9.97937E-05	1.3779E-135	1.9686E-131	1.650318781	2.186444726	2.966480463	9.318744667	6.081836748	1
Gpcpd1	0.004879635	0.129122027	2.04858E-75	2.83154E-71	1.648044999	2.477439034	3.02896369	4.823902689	1.499171378	0.897959184
Pcdh20	3.5321E-05	0.003990081	2.82101E-97	3.97057E-93	1.644212423	1.698061037	1.727311308	1.752667915	0.012141727	0.367346939
D730039F16Rik	0.004593304	0.125200414	4.9646E-164	7.1366E-160	1.641619427	2.582079755	3.100779757	3.672608884	0.293871766	0.714285714
Agt	0.064817735	0.524067153	4.3003E-178	6.1886E-174	1.623556319	3.357633621	4.239541462	4.927093402	0.303150353	0.653061224
Nrgn	1.32159E-05	0.001807787	3.3057E-111	4.6852E-107	1.6221964	1.721782068	1.763014225	1.789735213	0.018024174	0.428571429
Snrnp25	4.5946E-07	0.000123184	2.3006E-174	3.3099E-170	1.621953356	6.059608794	7.965725949	11.02695055	2.585900522	1
Fam167a	0.000683513	0.006797269	2.914E-129	4.1557E-125	1.620721785	1.976850115	2.146940313	2.25871709	0.037032006	0.469387755
Etohi1	1.67378E-05	0.002199765	1.01113E-47	1.33671E-43	1.609910599	1.652989996	2.219240276	5.563822386	3.613909269	0.918367347
Siae	0.001284089	0.053801342	1.88825E-46	2.48891E-42	1.603664397	2.014652598	2.524155876	4.850828994	2.405490915	0.87755102
Gstt1	0.015369104	0.255635578	3.83074E-44	5.02363E-40	1.603448222	1.88694541	2.723563782	6.107783993	3.619339141	0.857142857
Ndst1	0.003806707	0.027541113	1.09556E-87	1.53258E-83	1.597373306	1.997496022	2.670040024	4.66564891	1.545013104	0.959183673
Rhog	0.005280546	0.135435229	1.3282E-115	1.8849E-111	1.594461842	3.017247613	4.088665812	7.88543058	3.563701767	0.979591837
Pot1a	0.003237641	0.100391718	3.40715E-39	4.40374E-35	1.59143721	1.813475277	2.154196499	3.286603574	1.306326602	0.693877551
Tmem245	0.000159476	0.011876797	4.1539E-133	5.9314E-129	1.591101884	3.102404427	3.948813166	5.867160805	1.946372775	1
Hck	2.9526E-07	9.42394E-05	1.6294E-320	2.3623E-316	1.585258809	8.132086791	10.78624818	12.02102158	0.411734449	1
Rab13	0.001788814	0.067232641	4.62757E-34	5.86545E-30	1.577160939	1.791582613	2.060699673	2.956797026	0.978428738	0.530612245
Smyd1	4.04919E-06	0.000649994	1.7252E-116	2.4493E-112	1.574202342	1.640148814	1.666890943	1.679620395	0.005282888	0.408163265
2810468N07Rik	0.001533824	0.060593563	1.31627E-88	1.84278E-84	1.567414876	1.812795904	1.912174222	1.955515058	0.014059894	0.326530612
Gimap1	0.006110446	0.148392319	4.75267E-91	6.66324E-87	1.562806197	2.813928508	3.743766922	7.438278738	3.783494574	0.959183673
Tmem219	0.036664274	0.405525424	8.66576E-23	1.02828E-18	1.556111316	1.755208994	2.053078732	4.950998306	2.885125512	0.734693878
Gprc5c	0.015005071	0.25248701	2.5978E-258	3.7572E-254	1.554901218	5.488331162	7.105999318	8.009078437	0.325399325	1
Slc6a8	0.000389619	0.023885565	2.67161E-76	3.69617E-72	1.554212145	2.062607721	2.520659806	3.497780657	0.740465505	0.795918367
Coprs	0.000549184	0.030163547	1.4586E-146	2.0903E-142	1.546088966	4.357016037	5.564023749	7.889106724	1.976970717	0.959183673
Fam49a	0.019826394	0.292813836	1.5692E-207	2.2639E-203	1.53794351	3.593780829	4.468678109	5.093186674	0.482205462	0.959183673
Uox	0.007222168	0.027040737	1.8974E-71	2.61158E-67	1.534766709	1.792163011	1.962287408	2.136285063	0.124592306	0.387755102
Tmem121	0.022018143	0.308006211	5.6491E-181	8.1324E-177	1.533293552	2.784326306	3.292225913	3.52684111	0.073988128	0.591836735
Tmem241	0.001106712	0.048377767	1.52434E-49	2.02433E-45	1.532834234	1.990284809	2.31612415	3.274682773	0.829896182	0.653061224
Mgll	0.00344635	0.02533792	1.2148E-106	1.7183E-102	1.532146949	2.136759863	2.46255658	2.849247141	0.22920819	0.591836735
Hrsp12	0.000410229	0.024776516	8.50195E-39	1.09743E-34	1.522502145	1.872260606	2.514015083	5.830753145	3.738471632	0.897959184
Tcta	0.02039092	0.297980105	1.19231E-79	1.65493E-75	1.517488209	2.778066892	3.583032393	6.451231522	2.423757058	0.897959184
Tmc5	0.003192369	0.099832276	1.12751E-60	1.52789E-56	1.510450138	2.23802023	2.867709567	5.308985451	2.457214827	0.93877551
1700011H14Rik	0.0007718	0.006687164	5.84414E-34	7.40628E-30	1.508194901	1.68854572	1.882606087	2.225369485	0.356481147	0.346938776
Mtmr11	0.008590394	0.180497023	2.17099E-49	2.88199E-45	1.507554495	2.144082219	2.469809068	3.264374536	0.702535294	0.612244898
Neurl1a	0.004217425	0.117823134	2.9411E-258	4.2534E-254	1.506579693	3.001889239	3.607952182	3.886123226	0.090885034	0.795918367
Stk40	0.001082107	0.047622932	6.44204E-62	8.74314E-58	1.50268961	2.044412822	2.314770439	3.228190695	0.869990385	0.755102041
Klhl28	0.005412684	0.136903457	5.62072E-51	7.49242E-47	1.497478446	1.949475316	2.18025663	2.76496078	0.562559336	0.571428571
Nek7	0.001943426	0.071181081	8.66144E-77	1.19892E-72	1.492091369	2.322730162	2.738651725	3.638225641	0.810727044	0.816326531
Ak7	0.018705585	0.284639179	1.86354E-100	2.62778E-96	1.487175067	2.506655018	3.003560783	3.503880447	0.591448714	0.673469388
Tuba1a	0.000178442	0.013095265	1.4321E-237	2.0685E-233	1.47973187	7.03303702	9.442322378	11.29014512	0.836128356	1
Slc16a3	0.022408866	0.062487516	1.32481E-49	1.75987E-45	1.473910231	1.618398637	1.767444862	2.030695601	0.196942034	0.367346939
Prkce	0.000160741	0.011926847	6.85722E-89	9.60286E-85	1.470531639	1.889064008	2.175139793	2.799270027	0.504563763	0.795918367
Neu1	0.0094022	0.190776433	8.67747E-42	1.1312E-37	1.463612336	1.866489133	2.187410309	3.908685715	1.655421908	0.836734694
Irs2	0.000349783	0.022207808	1.05931E-53	1.42032E-49	1.45928935	1.692183941	1.885164818	2.875322487	0.895432001	0.795918367
Tslp	0.003164868	0.099134589	3.45913E-35	4.40313E-31	1.447845735	1.558176867	1.616838334	1.676091098	0.084616266	0.244897959
Ypel3	0.046925625	0.444665631	7.76052E-58	1.04806E-53	1.438682063	2.35282849	2.804866507	3.740804045	0.862439725	0.612244898
Ablim3	1.70025E-05	0.002209715	2.6781E-127	3.8171E-123	1.432305123	1.600773791	1.669103508	1.700952141	0.012571529	0.448979592
Crip1	1.78049E-10	4.80029E-07	6.7879E-142	9.7175E-138	1.431583725	1.724985417	3.304829818	11.93625598	8.525522935	1
Gm14440	0.003349865	0.024746175	2.81553E-40	3.65175E-36	1.421777521	1.543536986	1.971330085	4.380067807	2.629631083	0.918367347
Ppp1r3b	0.010577685	0.206701736	2.5593E-258	3.7017E-254	1.415236349	3.641148134	4.551917317	5.098234429	0.237623493	0.959183673
Ppt1	0.000714369	0.036301709	3.55982E-84	4.96452E-80	1.41467271	2.189450435	3.088174075	7.54693516	4.788040061	1
Cdhr5	1.66364E-06	0.000337905	1.343E-148	1.926E-144	1.414093936	2.769669906	4.127808879	10.73082967	5.613546765	1
Ttll10	0.002755857	0.090843877	6.74537E-80	9.36797E-76	1.411062398	2.309895693	2.73542006	3.584459237	0.764456882	0.755102041
Fbxo9	0.052054196	0.470007085	2.97804E-47	3.93309E-43	1.408474499	1.583472808	2.285701855	6.357647759	3.612387092	0.93877551
Gimap3	0.008145759	0.174807815	1.45548E-56	1.96082E-52	1.407098656	1.895455307	2.099099712	2.282033397	0.105734935	0.408163265
1110032A03Rik	0.008483068	0.17931202	5.18403E-21	6.05547E-17	1.403844195	1.584852748	1.909507703	4.092502689	2.294478446	0.755102041
Rbpms	0.002684015	0.060629275	1.20955E-96	1.70171E-92	1.401702631	1.671786277	1.873927607	2.042412359	0.070378597	0.428571429
Cadps2	0.000475091	0.027167576	1.7486E-61	2.37128E-57	1.400476278	1.724877526	1.968327891	2.557545262	0.659062427	0.693877551
Loh12cr1	0.039931878	0.421435549	6.86637E-14	7.33947E-10	1.397725994	1.542491142	1.784580189	3.622289284	1.781788587	0.612244898
Ccser2	0.002078514	0.0743679	3.92009E-48	5.18902E-44	1.387304247	1.579430084	2.116232461	4.097575467	2.042210499	0.918367347
Tmem176a	2.45077E-07	8.35257E-05	6.7107E-158	9.6393E-154	1.386324231	4.452329719	5.942820444	11.28171503	5.465174398	1
Tubb4b	9.33971E-09	6.47596E-06	9.4383E-139	1.3498E-134	1.382733394	2.137160187	3.286699801	11.94659777	8.457758706	1
P2rx1	0.00107435	0.047622932	1.2539E-132	1.7899E-128	1.381727947	1.787388522	1.960696377	2.064656431	0.047697662	0.489795918
Romo1	0.000119883	0.009539395	1.36808E-54	1.83761E-50	1.379840181	1.337853708	2.002919692	7.649794233	5.847376804	0.979591837
Chac2	0.008506282	0.034935522	3.9358E-24	4.71076E-20	1.377288421	1.678308884	2.056341799	3.707400313	1.577440962	0.653061224
Ccbe1	3.7089E-05	0.000210614	1.04833E-50	1.39638E-46	1.376555653	1.612926568	1.821543218	2.153558571	0.480193426	0.530612245
Lyn	0.001816751	0.068088819	4.97943E-87	6.96224E-83	1.371417814	2.585250818	3.519157041	6.399501602	2.833481392	0.959183673
Bnip3	0.046985094	0.188314982	5.59321E-76	7.73485E-72	1.371035897	2.460712262	2.947026149	3.563159286	0.403633338	0.530612245
L1cam	0.012049686	0.223107823	2.3155E-78	3.2109E-74	1.370194042	1.854876036	2.931890924	5.928193603	2.591929179	1
Fbp2	1.35234E-08	9.06426E-06	2.4283E-133	3.4676E-129	1.369427168	1.574595787	2.886162348	10.4738139	7.802786625	1
Wdfy2	0.011191412	0.214934959	5.04743E-62	6.85138E-58	1.361922424	1.941748797	2.219922132	2.820753004	0.488793748	0.591836735
Nsf	0.006204304	0.149767284	6.56791E-68	9.00197E-64	1.356415686	2.269431053	2.978453089	5.981816242	2.670018657	0.918367347
Nfatc1	0.006184657	0.14965232	1.4701E-158	2.1117E-154	1.342568743	3.177528917	3.990959234	5.005187686	0.781359374	0.979591837
Rpl30	0.093603832	0.598227745	3.2E-22	3.77696E-18	1.341069368	1.368445603	2.106633705	6.166135852	4.363036093	0.755102041
Necap1	0.048543939	0.451698991	1.5195E-18	1.73117E-14	1.340340924	1.535733803	1.838534629	4.757874277	2.731784504	0.775510204
